Rank,Corridor Name,Road Type,Number of Links,Total Passenger Count Equivalent,Total DAC-Originating Passenger Count Equivalent,avg_composite,p75_composite,Share of Passenger Count Equivalent Originating from DACs ,pct_dac_pce,pct_dac_share,Corridor Composite DAC Score
2317,School Street,residential,7,136,99,64.25081054248173,66.14954434,73%,49.7888185,85.63965766366567,67.71
2318,Universal Hollywood Drive Turnaround,unclassified,2,594,252,68.07303891677873,68.07303891677873,42%,64.03245526,71.39046348782928,67.71
2319,East 4th Street,tertiary,80,6448,1527,49.02155186815573,65.77511965719154,24%,83.54451483827943,51.839502056240974,67.69
2320,South Brent Circle,residential,1,2550,748,71.93422822155583,71.93422822155583,29%,76.74780482383017,58.62509725464044,67.69
2321,Juan Avenue,residential,5,800,312,35.56470676679168,68.59009163276727,39%,66.93897965988663,68.42280760253418,67.68
2322,Watts Avenue,residential,5,310,161,63.40941553831118,62.80749601142695,52%,57.30799155,78.0482383,67.68
2323,Lincoln Boulevard,trunk,193,642833,68395,52.68572502656416,62.58843773231872,11%,99.07747026786706,36.267644770479045,67.67
2324,Parkway Calabasas,tertiary,13,25361,4322,40.240734398623424,71.19039067133323,17%,91.53051017005669,43.80349005223964,67.67
2325,Philadelphia Street,tertiary,15,1029,378,63.21242318690467,71.04128903998597,37%,68.99522062909858,66.32210736912305,67.66
2326,"['West Corson Street', 'East Corson Street']",primary,1,749,296,72.11987437039016,72.11987437039016,40%,66.44992775369568,68.85628542847616,67.65
2327,West 50th Street,residential,4,321,165,64.01962545001962,64.14043118354118,51%,57.61920640213405,77.64810492386351,67.63
2328,Evergreen Street,secondary,6,5759,1391,56.646995274967914,51.22956639407937,24%,82.76647771479382,52.49527620317884,67.63
2329,Madison Street,tertiary,5,962,358,61.576885488276524,66.11634103761371,37%,68.38390575,66.86673335556297,67.63
2330,South Burl Avenue,residential,2,39,39,70.10366113417476,71.16637570269887,100%,37.22351895076137,97.98821829498722,67.61
2331,Gateway Village Drive,residential,1,3652,986,71.66881061169258,71.66881061169258,27%,79.37645881960653,55.80749138601756,67.59
2332,"['Belshire Avenue', 'Abana Street']",residential,1,831,319,72.10588304083798,72.10588304083798,38%,67.20017784,67.92819828831833,67.56
2333,Belshire Avenue,residential,1,831,319,72.10588304083798,72.10588304083798,38%,67.20017784,67.92819828831833,67.56
2334,Gault Street,residential,3,884,333,65.8596245,66.13095884460853,38%,67.69478715127265,67.41135934200288,67.55
2335,York Boulevard,secondary,77,16788,3125,43.796647483258404,53.75761170092802,19%,89.57985995331778,45.51517172390797,67.55
2336,North Fries Avenue,tertiary,9,401,191,61.20072058827624,65.17516309,48%,59.925530732466385,75.14727131265978,67.54
2337,Rose Hedge Drive,residential,18,886,333,42.45766404659879,65.17516309,38%,67.69478715127265,67.34467044570412,67.52
2338,Northside Drive,tertiary,4,101,81,66.75169357735327,71.81122981698506,80%,46.95454040235634,88.08491719462043,67.52
2339,North Studebaker Road,secondary,89,27227,4511,30.84027378049713,59.64482905518848,17%,91.78615093920196,43.247749249749916,67.52
2340,West 80th Street,residential,5,340,170,46.84330546,69.29111989107645,50%,58.20829165277315,76.81449372012892,67.51
2341,North 3rd Street,secondary,16,22986,3960,48.49687178930311,70.22290067408971,17%,90.94142491941759,44.048016005335114,67.49
2342,Emil Avenue,residential,2,38,38,70.23271549,70.23271549,100%,36.934533733466715,97.98821829498722,67.46
2343,154th Street,residential,5,970,358,62.08412339099711,61.99704302647076,37%,68.38390575,66.51105924196955,67.45
2344,North Sierra Madre Boulevard,primary,35,21190,3698,49.58641152527568,64.89554532773124,17%,90.61909525397354,44.27031233,67.44
2345,"['Smiley Drive', 'Blackwelder Street']",unclassified,2,6475,1518,59.833816417050215,68.82522949956982,23%,83.47226853395576,51.41713904634878,67.44
2346,Greenbrier Road,residential,2,949,351,45.122455457453825,60.90979142477676,37%,68.14493720128932,66.63887962654218,67.39
2347,Walkerton Street,residential,2,949,351,45.122455457453825,60.90979142477676,37%,68.14493720128932,66.63887962654218,67.39
2348,Reservoir Street,tertiary,11,1098,391,58.20091245490312,61.73413132637804,36%,69.41202623096588,65.36623318884072,67.39
2349,El Espejo Road,residential,9,2160,648,58.51946674240084,58.51946674240083,30%,75.23618984105813,59.50316772257419,67.37
2350,West Elk Avenue,tertiary,1,1481,486,71.83065061770677,71.83065061770677,33%,72.20184505946426,62.53195509614316,67.37
2351,Valley View Avenue,tertiary,8,229,130,55.530360140999186,64.87842161096586,57%,54.33477826,80.38790708013782,67.36
2352,Ditman Avenue,residential,2,148,102,69.39156510771235,69.39156510771235,69%,50.25564076914527,84.46148716238746,67.36
2353,West Temple Avenue,primary,21,20361,3557,48.31327412226532,61.17071927963447,17%,90.39679893297766,44.31477159053018,67.36
2354,Edgewood Place,secondary,9,24169,4063,62.004235915626936,66.21323622,17%,91.09703234411471,43.55896409914416,67.33
2355,North Azusa Canyon Road,tertiary,2,221,127,56.99201032434826,67.28362513,57%,53.967989329776586,80.68244970545737,67.33
2356,East 48th Place,unclassified,4,482,215,60.46770717609028,68.56190014784868,45%,61.859508725130596,72.77981549405357,67.32
2357,Aurora Drive,unclassified,2,3742,986,42.60829706725026,57.13855383947142,26%,79.37645881960653,55.162832055129485,67.27
2358,Rose Avenue,residential,13,828,313,45.02898181030777,61.24151123065229,38%,66.99455374,67.54473713460042,67.27
2359,Ceres Avenue,residential,2,961,353,64.46463326010507,70.37414277003266,37%,68.23385572968768,66.29987773702345,67.27
2360,South Meadows Avenue,tertiary,7,1533,497,59.79163360257943,59.791633602579424,32%,72.42414138046016,62.08736245415138,67.26
2361,South Los Angeles Street,secondary,9,3923,1023,50.051649584715065,61.906830274731234,26%,79.78770701344892,54.70712459708792,67.25
2362,Colima Road,primary,142,148730,17279,41.58557999516936,56.47647159551275,12%,96.87673669000777,37.60142269645437,67.24
2363,East Avenue J 8,tertiary,21,951,350,53.561156330186634,69.40889765029195,37%,68.07269089696565,66.39991108,67.24
2364,Marvin Crist Roundabout,tertiary,7,11927,2369,62.88690948534579,64.34528930728301,20%,87.64032455262866,46.80449038568412,67.22
2365,"['South Compton Avenue', 'North Compton Avenue']",secondary,1,117,88,74.05401906162032,74.05401906162032,75%,47.99377570301211,86.44548182727576,67.22
2366,South Compton Avenue,secondary,1,117,88,74.05401906162032,74.05401906162032,75%,47.99377570301211,86.44548182727576,67.22
2367,Fir Street,residential,2,131,94,71.06822757,71.21471887868891,72%,49.07191285984217,85.31732799822163,67.19
2368,West 18th Street,tertiary,32,6954,1574,39.31050023179665,73.39663539848142,23%,83.83905746359898,50.550183394464824,67.19
2369,North Tajauta Avenue,residential,8,94,76,64.41357534853029,64.41357534853029,81%,46.07646993442259,88.30721351561631,67.19
2370,East 107th Street,residential,12,275,145,58.46115213378218,58.07477217,53%,55.957541402689785,78.41502723129932,67.19
2371,West 18th Street,residential,13,343,169,44.24243134931675,61.52384373146671,49%,58.09714349227521,76.26986773368901,67.18
2372,Ensign Avenue,residential,1,238,132,72.91028007718202,72.91028007718202,55%,54.534844948316106,79.79882182949872,67.17
2373,North 3rd Street,residential,3,36,36,67.97823199712656,67.97823199712656,100%,36.32877625875292,97.98821829498722,67.16
2374,Wedgeworth Drive,tertiary,2,36,36,69.95278448,70.2247279,100%,36.32877625875292,97.98821829498722,67.16
2375,East 112th Street,residential,7,36,36,64.61911961423309,65.17516309,100%,36.32877625875292,97.98821829498722,67.16
2376,North Carmelina Avenue,residential,10,1770,550,57.389301435886296,57.389301435886296,31%,73.59119706568856,60.70912526397688,67.15
2377,Norwich Avenue,residential,1,586,243,71.66776648262152,71.66776648262152,41%,63.61009225297322,70.67911526064243,67.14
2378,North Atlantic Boulevard,primary,42,82475,10358,56.54616721100596,70.84979577,13%,95.49849949983327,38.746248749583195,67.12
2379,Miles Avenue,secondary,10,923,340,53.05984112532055,58.482034715203355,37%,67.82260753584528,66.42214071357118,67.12
2380,West 52nd Street,residential,7,452,205,60.38756281182169,68.98602537651294,45%,61.01478270534623,73.22440813604535,67.12
2381,Yolanda Avenue,tertiary,6,804,304,58.81728716,57.10926601902821,38%,66.66666666666666,67.55585195065021,67.11
2382,South Barrington Avenue,tertiary,93,50742,7080,32.969385866183885,56.57216602487533,14%,94.03134378126042,40.18006002000667,67.11
2383,Mulberry Drive,primary,52,36379,5395,40.686453019653406,65.06218832747228,15%,92.80871401578304,41.33600088918528,67.07
2384,Broadview Drive,tertiary,6,1297,435,55.44642086476161,63.82614833315235,34%,70.87362454151383,63.254418139379794,67.06
2385,South Woods Avenue,residential,4,346,169,63.496621198326054,63.529459057610865,49%,58.09714349227521,76.02534178059354,67.06
2386,Howard Hughes Parkway,primary,11,18670,3251,39.993370729607015,69.24956355,17%,89.89663221073691,44.18139379793264,67.04
2387,Winona Boulevard,residential,2,284,147,67.64035182973178,68.81353525397395,52%,56.129821051461604,77.93709014115817,67.03
2388,West 13th Street,tertiary,17,893,329,34.59028866606492,63.93787014375569,37%,67.59475380682449,66.44437034567078,67.02
2389,North Verdugo Road,secondary,138,140838,16095,36.42017079409375,70.26842470158792,11%,96.69889963321107,37.33466711125931,67.02
2390,Oporto Drive,residential,1,590,243,71.55249463317656,71.55249463317656,41%,63.61009225297322,70.42347449149716,67.02
2391,Washington Boulevard,secondary,200,228234,24579,37.97064222290903,64.97155792410435,11%,97.55474046904524,36.44548182727576,67.00
2392,Bradshawe Avenue,residential,13,1397,458,51.31431754760104,62.30944644453169,33%,71.47382460820273,62.49861064799378,66.99
2393,Solano Avenue,secondary,7,167,107,64.39737643179929,65.73439862342023,64%,51.09480938090475,82.86651105924196,66.98
2394,Amador Street,secondary,6,167,107,64.56427798,65.73439862342023,64%,51.09480938090475,82.86651105924196,66.98
2395,Abana Street,residential,3,1019,363,55.587065050633306,59.71676954818447,36%,68.58397244,65.37734800489052,66.98
2396,Mills Avenue,tertiary,17,17214,3052,59.28421144178747,72.94327455582749,18%,89.45203956874514,44.49260864732689,66.97
2397,South Ivy Avenue,residential,2,5932,1380,68.20940217345907,68.20940217345907,23%,82.70534622651995,51.21151494942758,66.96
2398,Maie Avenue,tertiary,7,35,35,64.56831527686127,64.56831527686127,100%,35.89529843281093,97.98821829498722,66.94
2399,"['Louise Street', 'Muriel Drive']",residential,2,35,35,68.17985332,70.70774201,100%,35.89529843281093,97.98821829498722,66.94
2400,Hazard Avenue,tertiary,17,516,221,53.32927310436525,65.17516309,43%,62.19295320662444,71.66833388907413,66.93
2401,Floradale Avenue,residential,1,1418,462,71.46854666,71.46854666,33%,71.55718572857619,62.29854395909747,66.93
2402,North McDonald Avenue,residential,4,208,120,53.56121102266177,68.48045808030605,58%,53.051017005668555,80.79359786595532,66.92
2403,Rayo Avenue,unclassified,1,323,161,72.30050869968342,72.30050869968342,50%,57.30799155,76.53662331888407,66.92
2404,South 6th Street,tertiary,23,3393,901,44.86203150836519,61.52384373146671,27%,78.51506057574747,55.31843947982661,66.92
2405,North Highland Avenue,tertiary,11,6017,1391,51.53057931318329,63.902160929525465,23%,82.76647771479382,51.061464932755364,66.91
2406,North Fair Oaks Avenue,primary,53,51083,6943,39.85816550698731,68.09078911098675,14%,93.99799933311104,39.82438590641325,66.91
2407,Sayre Street,tertiary,23,733,284,36.62741225593256,59.093737731483415,39%,65.66633322218517,68.15605202,66.91
2408,Antonio Avenue,residential,2,436,198,67.69360241,67.69360241,45%,60.51461598310548,73.29109703234411,66.90
2409,Cedros Avenue,residential,6,440,199,65.16051048,66.22660106751756,45%,60.62020673557853,73.16883405579637,66.89
2410,"['West Olive Avenue', 'Barham Boulevard']",primary,2,19429,3311,68.39264682542998,69.75518305670874,17%,89.99666555518506,43.79237523618984,66.89
2411,North Eucla Avenue,residential,12,8136,1740,40.93998764,68.33219175221565,21%,84.75602979,49.027453595642996,66.89
2412,Earl Street,tertiary,3,990,354,64.72576994,64.72576994,36%,68.26164276981216,65.50516838946315,66.88
2413,Redondo Beach Avenue,tertiary,2,4436,1103,43.07356098131426,57.836449710567415,25%,80.60464599310882,53.162165166166496,66.88
2414,North Bedford Drive,residential,5,655,261,45.30981398,66.80003675,40%,64.57708124930532,69.17861509392019,66.88
2415,Riverside Drive,primary,4,18434,3166,51.93492778803345,68.24954893624131,17%,89.76325441813938,43.98132710903634,66.87
2416,Maidstone Avenue,tertiary,11,218,123,38.91831645387949,64.04687721877428,56%,53.467822607535844,80.27120151161499,66.87
2417,Buena Vista Street,tertiary,33,25867,4071,39.953763433511504,63.20718861982843,16%,91.10814716016449,42.51417139046349,66.81
2418,North Fairfax Avenue,secondary,35,57875,7554,51.754124906475866,61.884694738424784,13%,94.32032899855507,39.27975991997332,66.80
2419,Skyline Drive,unclassified,14,11683,2275,45.65861573544275,77.76944794807756,19%,87.25130599088585,46.337668111592755,66.79
2420,Sundale Avenue,residential,5,210,120,62.67113275474661,62.48402482521279,57%,53.051017005668555,80.53795709681005,66.79
2421,East Ocean Boulevard,primary,101,43125,6037,45.16809526956187,70.18009138,14%,93.34222518617317,40.246748916305435,66.79
2422,Fern Avenue,residential,11,3585,935,60.696494839724295,66.68685316204048,26%,78.86517728,54.71823941313772,66.79
2423,South Pacific Avenue,tertiary,10,482,210,57.07898627596749,57.52796177652297,44%,61.47604757141269,72.10181171501611,66.79
2424,North Sloan Avenue,residential,2,34,34,69.56917146269953,70.17220821,100%,35.58964099144159,97.98821829498722,66.79
2425,South Thorson Avenue,residential,2,34,34,69.69624197064745,69.69624197064745,100%,35.58964099144159,97.98821829498722,66.79
2426,Lomita Avenue,residential,2,34,34,69.66324749200197,69.94798148967983,100%,35.58964099144159,97.98821829498722,66.79
2427,West Lomita Avenue,residential,2,34,34,69.66324749200197,69.94798148967983,100%,35.58964099144159,97.98821829498722,66.79
2428,North Van Ness Avenue,tertiary,27,31208,4670,43.00815596287417,58.90026061461614,15%,92.05290652439702,41.51383795,66.78
2429,Lincoln Avenue,tertiary,25,6937,1533,35.00877068,66.51519834275834,22%,83.58341669,49.983327775925304,66.78
2430,Greenbush Avenue,residential,3,488,211,64.03093684828944,68.24114369721927,43%,61.57052350783595,71.97954873846838,66.78
2431,"['South Brand Boulevard', 'Glendale Boulevard']",primary,2,298,150,61.25477166985474,68.23127667749776,50%,56.40213404468156,77.13682338557297,66.77
2432,Ocaso Avenue,residential,7,796,298,36.052434372013046,65.86178237008946,37%,66.49994442591975,67.02234078026008,66.76
2433,Sardis Avenue,residential,3,237,129,65.14968634362705,65.14968634362705,54%,54.22363009892186,79.25975325,66.74
2434,"['East Beverly Boulevard', 'Beverly Boulevard']",secondary,2,3838,981,73.03244317849595,80.06569660115105,26%,79.34867177948205,54.11803934644882,66.73
2435,Patricia Avenue,residential,6,903,327,59.27635590601167,62.369379453210485,36%,67.54473713460042,65.87751472713127,66.71
2436,Manitou Avenue,residential,5,270,140,61.78090830876149,61.78090831,52%,55.42403023229966,77.98154940535734,66.70
2437,Holland Avenue,unclassified,5,270,140,61.78090830876149,61.78090831,52%,55.42403023229966,77.98154940535734,66.70
2438,North Hoover Street,tertiary,28,1064,370,33.73700357629123,55.69990059891244,35%,68.82849838835168,64.54373680115594,66.69
2439,South Robertson Boulevard,secondary,73,87523,10373,38.08827805208654,52.279751413750766,12%,95.50961431588307,37.857063465599644,66.68
2440,Santa Monica Boulevard,residential,16,5922,1354,53.046859990644606,57.66359414285356,23%,82.54418139379793,50.80582416361009,66.68
2441,West 154th Place,residential,2,128,90,68.74044621899981,68.74044621899981,70%,48.360564632655326,84.93942425252861,66.65
2442,North Hill Street,secondary,9,9721,1955,41.96788630223314,66.23370114520077,20%,85.88418361676115,47.41580526842281,66.65
2443,Dronfield Avenue,residential,7,271,140,60.88063039143505,64.26906789,52%,55.42403023229966,77.85928642880961,66.64
2444,South Citrus Avenue,secondary,32,27101,4153,42.07134716665135,63.82573068152393,15%,91.30821384906079,41.96954540402356,66.64
2445,Garfield Avenue,tertiary,26,62344,7858,58.33468802387168,60.43669654267981,13%,94.46482161,38.779593197732574,66.62
2446,West Centinela Avenue,residential,4,510,216,40.49142978858474,67.43507605436153,42%,61.915082805379576,71.30154495943091,66.61
2447,Future Street,residential,14,370,174,51.269750447185565,55.68131510144758,47%,58.53062131821718,74.68044903856841,66.61
